yyyymm,Index,Monthly dividend,Index total return,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
187101.0000000000000000000000,4.4400000000000000000000,0.0216666666666667000000,NaN,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0049551245195645400000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187102.0000000000000000000000,4.5000000000000000000000,0.0216666666666667000000,0.0183933933933933000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0045144576462046300000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187103.0000000000000000000000,4.6100000000000000000000,0.0216666666666667000000,0.0292592592592593000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0042426162455623800000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187104.0000000000000000000000,4.7400000000000000000000,0.0216666666666667000000,0.0328994938539406000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0046319878009373600000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187105.0000000000000000000000,4.8600000000000000000000,0.0216666666666667000000,0.0298874824191280000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0036913595621938300000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187106.0000000000000000000000,4.8200000000000000000000,0.0216666666666667000000,-0.0037722908093278400000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0033678141504435200000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187107.0000000000000000000000,4.7300000000000000000000,0.0216666666666667000000,-0.0141770401106500000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0032501353144837700000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187108.0000000000000000000000,4.7900000000000000000000,0.0216666666666667000000,0.0172656800563775000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0037060636848411900000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187109.0000000000000000000000,4.8400000000000000000000,0.0216666666666667000000,0.0149617258176757000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0045438414799134900000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187110.0000000000000000000000,4.5900000000000000000000,0.0216666666666667000000,-0.0471763085399449000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0070163339688544100000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187111.0000000000000000000000,4.6400000000000000000000,0.0216666666666667000000,0.0156136528685547000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0064666046170993700000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187112.0000000000000000000000,4.7400000000000000000000,0.0216666666666667000000,0.0262212643678161000000,0.2600000000000000000000,0.4000000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0069503824007063600000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187201.0000000000000000000000,4.8600000000000000000000,0.0249666666666666000000,0.0305836849507737000000,0.2633000000000000000000,0.4025000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0057478358700357800000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187202.0000000000000000000000,4.8800000000000000000000,0.0250666666666667000000,0.0092729766803840700000,0.2667000000000000000000,0.4050000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0052047495772221200000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187203.0000000000000000000000,5.0400000000000000000000,0.0249666666666667000000,0.0379030054644809000000,0.2700000000000000000000,0.4075000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0059825926792652900000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187204.0000000000000000000000,5.1800000000000000000000,0.0249666666666666000000,0.0327314814814814000000,0.2733000000000000000000,0.4100000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0060119334058228700000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187205.0000000000000000000000,5.1800000000000000000000,0.0250666666666667000000,0.0048391248391248500000,0.2767000000000000000000,0.4125000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0049404387519301000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187206.0000000000000000000000,5.1300000000000000000000,0.0249666666666667000000,-0.0048326898326898100000,0.2800000000000000000000,0.4150000000000000000000,NaN,NaN,NaN,NaN,NaN,NaN,0.0040588977805856000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
